Corporation,Route No,Service Type,Source,Destination,Departure,Arrival
TIRUNELVELI,0740KAKRAMTT01A / 579RA,AC 3X2,KANYAKUMARI,RAMESWARAM,07:40,16:09
TIRUNELVELI,1530KAKRAMTT01A / 579RB,AC 3X2,KANYAKUMARI,RAMESWARAM,15:30,23:59
SETC,1900KAKRAM / 520UD,ULTRA DELUXE,KANYAKUMARI,RAMESWARAM,19:00,03:30
SETC,1500KAKVEA / 561EUD,ULTRA DELUXE,KANYAKUMARI,VELANKANNI,15:00,02:30
SETC,1930KAKVEA / 561UD,ULTRA DELUXE,KANYAKUMARI,VELANKANNI,19:30,07:30
SETC,1400KAKTIPNS / 996NS,NON AC SLEEPER SEATER,KANYAKUMARI,TIRUPATHI,14:00,03:00
SETC,1500KAKVELNS / 283NS,NON AC SLEEPER SEATER,KANYAKUMARI,VELLORE,15:00,06:25
SETC,1900DEVBANNS / 857NS,NON AC SLEEPER SEATER,DEVAKOTTAI,BENGALURU,19:45,05:00
SETC,1900DEVBANNS / 857NS,NON AC SLEEPER SEATER,DEVAKOTTAI,BENGALURU,19:45,05:00
SETC,0730KDIKCB / 133UD,ULTRA DELUXE,KARAIKUDI,CHENNAI-KILAMBAKKAM-KCBT,07:30,17:30
SETC,0830KDIKCBNS / 133NS,NON AC SLEEPER SEATER,KARAIKUDI,CHENNAI-KILAMBAKKAM-KCBT,08:30,18:30
SETC,0930KDIKCBAC / 133AC,AIR CONDITIONED,KARAIKUDI,CHENNAI-KILAMBAKKAM-KCBT,09:30,19:30
SETC,1845KDIKCB / 133UD,ULTRA DELUXE,KARAIKUDI,CHENNAI-KILAMBAKKAM-KCBT,18:45,04:45
SETC,1630RAMKCBAB / 166AB,AC SLEEPER SEATER,RAMESWARAM,CHENNAI-KILAMBAKKAM-KCBT,19:15,05:00
SETC,2000KDIKCBNS / 133NS,NON AC SLEEPER SEATER,KARAIKUDI,CHENNAI-KILAMBAKKAM-KCBT,20:00,06:00
SETC,2030KDIKCBAC / 133AC,AIR CONDITIONED,KARAIKUDI,CHENNAI-KILAMBAKKAM-KCBT,20:30,06:30
SETC,2045DEVKCB / 136UD,ULTRA DELUXE,DEVAKOTTAI,CHENNAI-KILAMBAKKAM-KCBT,21:15,07:15
SETC,2130KDIKCB / 133UD,ULTRA DELUXE,KARAIKUDI,CHENNAI-KILAMBAKKAM-KCBT,21:30,07:30
SETC,1800KDITIP / 969UD,ULTRA DELUXE,KARAIKUDI,TIRUPATHI,18:00,06:00
SETC,1345MARKCBNS / H296NS,NON AC SLEEPER SEATER,MARTHANDAM,CHENNAI-KILAMBAKKAM-KCBT,14:00,03:00
SETC,1935PLNBANNS / 879NS,NON AC SLEEPER SEATER,PALANI,BENGALURU,22:00,04:50
SETC,2201KRUBANNS / 840NS,NON AC SLEEPER SEATER,KARUR,BENGALURU,22:01,05:01
SETC,1915PLLKCB / 433UD,ULTRA DELUXE,PALLAPATTI,CHENNAI-KILAMBAKKAM-KCBT,20:00,04:45
COIMBATORE,1900DHRKCBCC01U / 100UD,ULTRA DELUXE,DHARAPURAM,CHENNAI-KILAMBAKKAM-KCBT,21:00,05:00
SETC,2130KRUKCB / 429UD,ULTRA DELUXE,KARUR,CHENNAI-KILAMBAKKAM-KCBT,21:30,06:30
SETC,1900DINTIP / 856UD,ULTRA DELUXE,DINDIGUL,TIRUPATHI,21:00,05:00
SETC,1800SALTRV / 796UD,ULTRA DELUXE,SALEM,TRIVANDRUM,20:20,06:00
SETC,2000KERKCB / 144UD,ULTRA DELUXE,KEERAMANGALAM,CHENNAI-KILAMBAKKAM-KCBT,20:00,05:00
SETC,1800KEZKCBNS / 165NS,NON AC SLEEPER SEATER,KEEZHAKARAI,CHENNAI-KILAMBAKKAM-KCBT,18:00,05:00
SETC,1730KOKBANNS / 876UD,NON AC SLEEPER SEATER,KODAIKANAL,BENGALURU,17:30,04:30
SETC,1730KOKKCBAB / 461AB,AC SLEEPER SEATER,KODAIKANAL,CHENNAI-KILAMBAKKAM-KCBT,17:30,05:30
SETC,1830KOKKCBNS / 461NS,NON AC SLEEPER SEATER,KODAIKANAL,CHENNAI-KILAMBAKKAM-KCBT,18:30,05:30
SETC,1900KOKKCB / 461,ULTRA DELUXE,KODAIKANAL,CHENNAI-KILAMBAKKAM-KCBT,19:00,06:00
SETC,0840KOKKAK / 638UD,ULTRA DELUXE,KODAIKANAL,KANYAKUMARI,08:40,18:40
SETC,1430KLMHOS / 772UD,ULTRA DELUXE,KOLLAM,HOSUR,14:30,07:30
SETC,1615KLMVEA / 777UD,ULTRA DELUXE,KOLLAM,VELANKANNI,16:15,06:15
SETC,2230TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,00:00,09:30
SETC,1000TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,11:30,21:00
SETC,1430TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,16:00,01:30
SETC,1515TIUKCB / 180UD,ULTRA DELUXE,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,16:45,02:45
SETC,1600TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,17:30,03:00
SETC,1630TIUKCB / 180UD,ULTRA DELUXE,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,18:00,04:00
SETC,1700TIUTIVAB / 143AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI TIRUVANMIYUR,18:20,03:45
SETC,1815TIUTIVAB / 143AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI TIRUVANMIYUR,19:35,05:00
SETC,1830TIUKCBLB / 180LB,NON AC LOWER BERTH SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,20:00,05:30
SETC,1920TIUKCB / 180UD,ULTRA DELUXE,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,20:50,06:50
SETC,2015TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,21:45,07:15
SETC,2030TIUKCBAC / 180AC,AIR CONDITIONED,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,22:00,07:30
SETC,2130TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,23:00,08:30
SETC,1800KOHSAL / 782UD,ULTRA DELUXE,KOZHICODE,SALEM,18:00,03:00
SETC,1900KOHSHE / 784UD,ULTRA DELUXE,KOZHICODE,SHENCOTTAH,19:00,07:00
SETC,2000KOHTIC / 743EUD,ULTRA DELUXE,KOZHICODE,TIRUCHENDUR,20:00,08:00
SETC,1500KUSKCB / 287UD,ULTRA DELUXE,KULASEKARAM,CHENNAI-KILAMBAKKAM-KCBT,15:00,05:00
SETC,1845KUMBANAB / 844TAB,AC SLEEPER SEATER,KUMBAKONAM,BENGALURU,18:45,05:15
SETC,1845KUMBANAB / 844TAB,AC SLEEPER SEATER,KUMBAKONAM,BENGALURU,18:45,05:15
KUMBAKONAM,0515KUMKCBKK02L / 205M,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,05:15,12:15
SETC,0830KUMKCBAC / 303AC,AIR CONDITIONED,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,08:30,14:30
SETC,1000KUMKCB / 303UD,ULTRA DELUXE,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,10:00,16:00
SETC,1100KUMKCBLB / 303LB,NON AC LOWER BERTH SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,11:00,17:00
SETC,1040THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,11:40,17:40
SETC,1100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:00,18:00
SETC,1215KUMKCBAB / 303AB,AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,12:15,18:15
SETC,1230KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,12:30,18:30
SETC,1200THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,13:20,19:30
SETC,1400KUMKCBAB / 303AB,AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,14:00,20:00
SETC,1235THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,14:00,19:50
SETC,1500KUMKCBAC / 303AC,AIR CONDITIONED,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,15:00,21:00
SETC,1530KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,15:30,21:30
KUMBAKONAM,1540KUMKCBKK02L / 201E,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,15:40,22:40
SETC,1630KUMKCBAB / 303AB,AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,16:30,22:30
KUMBAKONAM,1830KUMKCBKK02L / 205J,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,18:30,01:30
SETC,2000KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,20:00,02:00
SETC,2030KUMKCBLB / 303LB,NON AC LOWER BERTH SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,20:30,02:30
KUMBAKONAM,2045KUMKCBKK02L / 201J,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,20:45,03:45
SETC,2030ADUKCB / 303AUD,ULTRA DELUXE,ADUTHURAI,CHENNAI-KILAMBAKKAM-KCBT,21:00,03:30
KUMBAKONAM,2115KUMKCBKK02L / 201N,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,21:15,04:15
SETC,2050THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:50,03:50
SETC,2035THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:00,02:35
KUMBAKONAM,2200KUMKCBKK02L / 201,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,22:00,05:00
SETC,2100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:25,04:00
SETC,2115THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:35,04:45
SETC,2245KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,22:45,04:45
SETC,2215THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,23:35,05:45
KUMBAKONAM,0515KUMKCBKK02L / 205M,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,05:15,12:15
SETC,0830KUMKCBAC / 303AC,AIR CONDITIONED,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,08:30,14:30
SETC,1000KUMKCB / 303UD,ULTRA DELUXE,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,10:00,16:00
SETC,1100KUMKCBLB / 303LB,NON AC LOWER BERTH SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,11:00,17:00
SETC,1040THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,11:40,17:40
SETC,1100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:00,18:00
SETC,1215KUMKCBAB / 303AB,AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,12:15,18:15
SETC,1230KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,12:30,18:30
SETC,1200THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,13:20,19:30
SETC,1400KUMKCBAB / 303AB,AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,14:00,20:00
SETC,1235THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,14:00,19:50
SETC,1500KUMKCBAC / 303AC,AIR CONDITIONED,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,15:00,21:00
SETC,1530KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,15:30,21:30
KUMBAKONAM,1540KUMKCBKK02L / 201E,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,15:40,22:40
SETC,1630KUMKCBAB / 303AB,AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,16:30,22:30
KUMBAKONAM,1830KUMKCBKK02L / 205J,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,18:30,01:30
SETC,2000KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,20:00,02:00
SETC,2030KUMKCBLB / 303LB,NON AC LOWER BERTH SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,20:30,02:30
KUMBAKONAM,2045KUMKCBKK02L / 201J,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,20:45,03:45
SETC,2030ADUKCB / 303AUD,ULTRA DELUXE,ADUTHURAI,CHENNAI-KILAMBAKKAM-KCBT,21:00,03:30
KUMBAKONAM,2115KUMKCBKK02L / 201N,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,21:15,04:15
SETC,2050THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:50,03:50
SETC,2035THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:00,02:35
KUMBAKONAM,2200KUMKCBKK02L / 201,DELUXE 3X2,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,22:00,05:00
SETC,2100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:25,04:00
SETC,2115THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:35,04:45
SETC,2245KUMKCBNS / 303NS,NON AC SLEEPER SEATER,KUMBAKONAM,CHENNAI-KILAMBAKKAM-KCBT,22:45,04:45
SETC,2215THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,23:35,05:45
SETC,1700PEUTIP / 853UD,ULTRA DELUXE,PERAVURANI,TIRUPATHI,20:30,06:00
SETC,1830KUIBANNS / 875KNS,NON AC SLEEPER SEATER,KUMILI,BENGALURU,18:30,07:30
SETC,1630KUIKCB / 172UD,ULTRA DELUXE,KUMILI,CHENNAI-KILAMBAKKAM-KCBT,16:30,06:30
SETC,1500KTMKCB / 189UD,ULTRA DELUXE,KUTTAM,CHENNAI-KILAMBAKKAM-KCBT,15:00,05:30
SETC,1900KTMOOT / 662UD,ULTRA DELUXE,KUTTAM,OOTY,19:00,05:00
SETC,0700MADBAN / 846UD,ULTRA DELUXE,MATTUTHAVANI BS,BENGALURU,07:00,16:30
SETC,0800MADBAN / 846UD,ULTRA DELUXE,MATTUTHAVANI BS,BENGALURU,08:00,17:30
SETC,0900MADBANNS / 846NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,BENGALURU,09:00,18:30
SETC,0930MADBANAB / 846AB,AC SLEEPER SEATER,MATTUTHAVANI BS,BENGALURU,09:30,18:30
SETC,1000MADBANNS / 846NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,BENGALURU,10:00,19:30
SETC,1030MADBANLB / 846LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,BENGALURU,10:30,20:00
SETC,1800MADBAN / 846UD,ULTRA DELUXE,MATTUTHAVANI BS,BENGALURU,18:00,04:00
SETC,1900MADBAN / 846UD,ULTRA DELUXE,MATTUTHAVANI BS,BENGALURU,19:00,04:30
SETC,1600TIUBANAB / 874AB,AC SLEEPER SEATER,TIRUNELVELI,BENGALURU,19:40,05:00
SETC,2000MADBAN / 846UD,ULTRA DELUXE,MATTUTHAVANI BS,BENGALURU,20:00,05:30
SETC,1730TUTBANAB / 872AB,AC SLEEPER SEATER,TUTICORIN,BENGALURU,20:30,06:30
SETC,2100MADBANNS / 846NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,BENGALURU,21:00,06:30
SETC,1800TUTBANNS / 872NS,NON AC SLEEPER SEATER,TUTICORIN,BENGALURU,21:30,06:00
SETC,2130MADBANAB / 846AB,AC SLEEPER SEATER,MATTUTHAVANI BS,BENGALURU,21:30,06:30
SETC,1630NAGBANAB / 887AB,AC SLEEPER SEATER,VADACHERRY,BENGALURU,21:40,05:00
SETC,2201MADBANNS / 846NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,BENGALURU,22:01,07:31
SETC,2030TIUBANAL / 874AL,AC LOWER BERTH SEATER,TIRUNELVELI,BENGALURU,23:55,09:30
SETC,0801MADKCBLB / 137LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,08:01,15:01
SETC,0831MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,08:31,15:31
SETC,0900MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,09:00,16:00
SETC,0915MADKCBAS / 137AS,AC SLEEPER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,09:15,15:45
SETC,0930MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,09:30,16:30
SETC,1000MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,10:00,17:00
SETC,1100MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,11:00,18:00
SETC,1130MADKCBLB / 137LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,11:30,18:30
SETC,1200MADKCB / 137UD,ULTRA DELUXE,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:00,21:00
SETC,1200MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:00
SETC,1200MADKCBAL / 137AL,AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:00
SETC,1231MADKCBLB / 137LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:31,19:31
SETC,1300MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,13:00,20:00
SETC,1300MADKCBAS / 137AS,AC SLEEPER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,13:00,19:30
SETC,1000TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,13:30,21:00
SETC,1615MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,16:15,23:15
SETC,1700MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,17:00,00:00
SETC,1415SHEAVANS / 184RNS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI AVADI,19:15,04:15
SETC,1930MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,19:30,02:30
SETC,1600TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,19:30,03:00
SETC,1545TICKCBAB / 191AB,AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,19:45,04:15
SETC,2000MADKCBAS / 137AS,AC SLEEPER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,20:00,02:30
SETC,1600TICTIINS / 191TNS,NON AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI TIRUVOTRIYUR,20:00,05:15
SETC,2001MADKCBLB / 137LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,20:01,05:01
SETC,2030MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,20:30,03:30
SETC,1630TICKCBAB / 191AB,AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,20:30,05:00
SETC,1500SHEKCBNS / 184NS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,20:30,03:30
SETC,1700TIUTIVAB / 143AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI TIRUVANMIYUR,20:45,03:45
SETC,2100MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,21:00,04:00
SETC,1615SHEKCBAB / 184AB,AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,21:15,05:15
SETC,2130MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,21:30,04:30
SETC,1930SVIKCB / 185UD,ULTRA DELUXE,SIVAKASI,CHENNAI-KILAMBAKKAM-KCBT,22:00,06:30
SETC,1815TIUTIVAB / 143AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI TIRUVANMIYUR,22:00,05:00
SETC,2205MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,22:05,05:05
SETC,2230MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,22:30,07:30
SETC,2245MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,22:45,07:45
SETC,2000TUTKCBNB / 170NB,NON AC SLEEPER,TUTICORIN,CHENNAI-KILAMBAKKAM-KCBT,23:00,05:30
SETC,1800SHEKCBAB / 184AB,AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,23:00,05:00
SETC,2300MADKCBAL / 137AL,AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,23:00,06:00
SETC,1935TIUKCBAS / 180AS,AC SLEEPER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,23:05,07:35
SETC,1830SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,23:30,07:00
SETC,1935TICKCBAB / 191AB,AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,23:35,08:05
SETC,1900NAGKCBAS / 198AS,AC SLEEPER,NAGERCOIL,CHENNAI-KILAMBAKKAM-KCBT,23:59,08:00
SETC,0801MADKCBLB / 137LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,08:01,15:01
SETC,0831MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,08:31,15:31
SETC,0900MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,09:00,16:00
SETC,0915MADKCBAS / 137AS,AC SLEEPER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,09:15,15:45
SETC,0930MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,09:30,16:30
SETC,1000MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,10:00,17:00
SETC,1100MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,11:00,18:00
SETC,1130MADKCBLB / 137LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,11:30,18:30
SETC,1200MADKCB / 137UD,ULTRA DELUXE,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:00,21:00
SETC,1200MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:00
SETC,1200MADKCBAL / 137AL,AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:00
SETC,1231MADKCBLB / 137LB,NON AC LOWER BERTH SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,12:31,19:31
SETC,1300MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,13:00,20:00
SETC,1300MADKCBAS / 137AS,AC SLEEPER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,13:00,19:30
SETC,1000TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,13:30,21:00
SETC,1615MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,16:15,23:15
SETC,1700MADKCBNS / 137NS,NON AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,17:00,00:00
SETC,1415SHEAVANS / 184RNS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI AVADI,19:15,04:15
SETC,1930MADKCBAB / 137AB,AC SLEEPER SEATER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,19:30,02:30
SETC,1600TIUKCBAB / 180AB,AC SLEEPER SEATER,TIRUNELVELI,CHENNAI-KILAMBAKKAM-KCBT,19:30,03:00
SETC,1545TICKCBAB / 191AB,AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,19:45,04:15
SETC,2000MADKCBAS / 137AS,AC SLEEPER,MATTUTHAVANI BS,CHENNAI-KILAMBAKKAM-KCBT,20:00,02:30
SETC,1600TICTIINS / 191TNS,NON AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI TIRUVOTRIYUR,20:00,05:15
