Corporation,Route No,Service Type,Source,Destination,Departure,Arrival
SETC,2100KCBSHE / 184UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,SHENCOTTAH,21:00,12:30
SETC,1950KCBSVI / 185UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,SIVAKASI,19:50,07:05
SETC,0900KCBSRRNS / 123UD,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,SRIRANGAM,09:00,16:00
SETC,2200KCBSRRNS / 123UD,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,SRIRANGAM,22:00,05:00
SETC,1700KCBSHEAB / 184AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,SHENCOTTAH,17:00,02:40
SETC,1730KCBSHE / 184UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,SHENCOTTAH,17:30,03:10
SETC,1800KCBSHENS / 184NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,SHENCOTTAH,18:00,03:40
SETC,1915KCBSHE / 184UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,SHENCOTTAH,19:15,04:55
SETC,1930KCBSHEAB / 184AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,SHENCOTTAH,19:30,05:10
SETC,2030KCBSHE / 184UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,SHENCOTTAH,20:30,06:10
SETC,2100KCBSHE / 184UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,SHENCOTTAH,21:00,06:40
SETC,0801KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,08:01,14:01
SETC,0900KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,09:00,15:00
SETC,0931KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,09:31,16:46
SETC,1000KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,10:00,16:00
SETC,1000KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,10:00,17:00
SETC,1030KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,10:30,16:30
SETC,1100KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,11:00,17:00
SETC,1130KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,11:30,17:30
KUMBAKONAM,1530KCBTHAKK01L / 241S,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,15:30,22:30
KUMBAKONAM,1800KCBTHAKK01L / 241T,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,18:00,01:00
KUMBAKONAM,1830KCBTHAKK01L / 241V,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,18:30,01:30
KUMBAKONAM,1845KCBTHAKK01L / 205H,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,18:45,01:45
KUMBAKONAM,1915KCBTHAKK01L / 205L,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,19:15,02:15
KUMBAKONAM,1945KCBTHAKK01L / 241R,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,19:45,02:45
KUMBAKONAM,2020KCBTHAKK01L / 241U,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,20:20,03:20
SETC,2035KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,20:35,02:35
KUMBAKONAM,2100KCBTHAKK01L / 205I,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,21:00,04:00
SETC,2105KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,21:05,03:05
SETC,2130KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,21:30,03:30
SETC,2200KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,22:00,04:00
KUMBAKONAM,2200KCBTHAKK01L / 241A,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,22:00,05:00
SETC,2215KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,22:15,05:15
SETC,2230KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,22:30,05:30
SETC,2240KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,22:40,04:40
SETC,2250KCBTHAAC / 323AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,THANJAVUR,22:50,04:50
SETC,2300KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,23:00,05:00
SETC,2325KCBTHAAC / 323AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,THANJAVUR,23:25,05:25
SETC,2330KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,23:30,05:30
SETC,0801KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,08:01,14:01
SETC,0900KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,09:00,15:00
SETC,0931KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,09:31,16:46
SETC,1000KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,10:00,16:00
SETC,1000KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,10:00,17:00
SETC,1030KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,10:30,16:30
SETC,1100KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,11:00,17:00
SETC,1130KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,11:30,17:30
KUMBAKONAM,1530KCBTHAKK01L / 241S,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,15:30,22:30
KUMBAKONAM,1800KCBTHAKK01L / 241T,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,18:00,01:00
KUMBAKONAM,1830KCBTHAKK01L / 241V,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,18:30,01:30
KUMBAKONAM,1845KCBTHAKK01L / 205H,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,18:45,01:45
KUMBAKONAM,1915KCBTHAKK01L / 205L,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,19:15,02:15
KUMBAKONAM,1945KCBTHAKK01L / 241R,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,19:45,02:45
KUMBAKONAM,2020KCBTHAKK01L / 241U,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,20:20,03:20
SETC,2035KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,20:35,02:35
KUMBAKONAM,2100KCBTHAKK01L / 205I,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,21:00,04:00
SETC,2105KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,21:05,03:05
SETC,2130KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,21:30,03:30
SETC,2200KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,22:00,04:00
KUMBAKONAM,2200KCBTHAKK01L / 241A,DELUXE 3X2,CHENNAI KALAIGNAR CBT,THANJAVUR,22:00,05:00
SETC,2215KCBTHAAB / 323AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,22:15,05:15
SETC,2230KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,22:30,05:30
SETC,2240KCBTHANS / 323NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THANJAVUR,22:40,04:40
SETC,2250KCBTHAAC / 323AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,THANJAVUR,22:50,04:50
SETC,2300KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,23:00,05:00
SETC,2325KCBTHAAC / 323AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,THANJAVUR,23:25,05:25
SETC,2330KCBTHA / 323UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THANJAVUR,23:30,05:30
SETC,1600KCBTHEAC / 160AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,THENI,16:00,03:00
SETC,1700KCBTHE / 160UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THENI,17:00,04:00
SETC,1715KCBMNNLB / 757LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,MUNNAR,17:15,03:45
SETC,1745KCBMNNAB / 757AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MUNNAR,17:45,04:15
SETC,1830KCBKUI / 172UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KUMILI,18:30,04:25
SETC,1900KCBCBA / 164UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,CUMBAM,19:00,05:00
SETC,1931KCBBOD / 163UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,BODI,19:31,06:31
SETC,2020KCBTHE / 160UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THENI,20:20,07:20
SETC,2045KCBTHEAB / 160AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THENI,20:45,07:45
SETC,2100KCBBODNS / 163NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,BODI,21:00,08:00
SETC,2200KCBTHE / 160UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THENI,22:00,09:00
SETC,2215KCBCBALB / 164LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,CUMBAM,22:15,08:15
SETC,1600KCBTHEAC / 160AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,THENI,16:00,03:00
SETC,1700KCBTHE / 160UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THENI,17:00,04:00
SETC,1715KCBMNNLB / 757LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,MUNNAR,17:15,03:45
SETC,1745KCBMNNAB / 757AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MUNNAR,17:45,04:15
SETC,1830KCBKUI / 172UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KUMILI,18:30,04:25
SETC,1900KCBCBA / 164UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,CUMBAM,19:00,05:00
SETC,1931KCBBOD / 163UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,BODI,19:31,06:31
SETC,2020KCBTHE / 160UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THENI,20:20,07:20
SETC,2045KCBTHEAB / 160AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,THENI,20:45,07:45
SETC,2100KCBBODNS / 163NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,BODI,21:00,08:00
SETC,2200KCBTHE / 160UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THENI,22:00,09:00
SETC,2215KCBCBALB / 164LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,CUMBAM,22:15,08:15
SETC,1830KCBTHS / 194UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THYSAYANVILAI,18:30,07:30
SETC,1615KCBKTM / 189UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KUTTAM,16:15,06:15
SETC,1630KCBTICAB / 191AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUCHENDUR,16:30,05:30
SETC,1630KCBUDANS / 193NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,UDANKUDI,16:30,06:00
SETC,1715KCBTICAB / 191AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUCHENDUR,17:15,06:15
SETC,1800KCBTICNS / 191NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUCHENDUR,18:00,04:30
SETC,1830KCBTIC / 191UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUCHENDUR,18:30,09:00
SETC,1730TIITICNS / H191NS,NON AC SLEEPER SEATER,CHENNAI TIRUVOTRIYUR,TIRUCHENDUR,18:45,08:00
SETC,1945KCBTICLB / 191LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,TIRUCHENDUR,19:45,06:15
SETC,1830TIVTICAB / 191TAB,AC SLEEPER SEATER,CHENNAI TIRUVANMIYUR,TIRUCHENDUR,20:00,08:30
SETC,2000KCBTICAB / 191AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUCHENDUR,20:00,09:00
SETC,2035KCBTIT / 138UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUPATHUR (RMD),20:35,04:40
SETC,2100KCBKDINS / 133PNS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,KARAIKUDI,21:00,05:00
SETC,1000KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,10:00,22:00
SETC,1415KCBMARAB / 284AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,14:15,00:15
SETC,1500KCBMAR / 284KUD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,MARTHANDAM,15:00,02:00
SETC,1600KCBPNM / 190MUD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,PAPANASAM-TNV,16:00,03:00
SETC,1630KCBKAK / 282UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KANYAKUMARI,16:30,03:30
SETC,1645KCBNAGAB / 198AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,16:45,02:10
SETC,1700KCBKUS / H287UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KULASEKARAM,17:00,03:00
SETC,1700KCBTIULB / 180LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,17:00,04:00
SETC,1715KCBMARNS / 284NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,17:15,03:15
SETC,1730KCBNAGAC / 198AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,17:30,03:30
SETC,1830KCBTHS / 194UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THYSAYANVILAI,18:30,06:30
SETC,1830KCBNAGAB / 198AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,18:30,03:55
SETC,1900KCBMARNS / 284NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,19:00,04:30
SETC,1910KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:10,06:10
SETC,1915KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:15,04:15
SETC,1930KCBNAGLB / 198LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,19:30,05:00
SETC,1940KCBTIU / 180UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:40,06:40
SETC,1945KCBTIUAC / 180AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:45,05:45
SETC,2000KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:00,07:00
SETC,2015KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:15,05:15
SETC,2015KCBKAK / 282UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KANYAKUMARI,20:15,07:15
SETC,2045KCBTIUAC / 180AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:45,06:45
SETC,2050KCBTIUAS / 180AS,AC SLEEPER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:50,05:50
SETC,2100KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:00,08:00
SETC,2130KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:30,06:30
SETC,2145KCBTIUAS / 180AS,AC SLEEPER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:45,06:45
SETC,2200KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:00,09:00
SETC,2230KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:30,07:30
SETC,2230KCBTIU / 180UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:30,09:30
SETC,1000KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,10:00,22:00
SETC,1415KCBMARAB / 284AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,14:15,00:15
SETC,1500KCBMAR / 284KUD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,MARTHANDAM,15:00,02:00
SETC,1600KCBPNM / 190MUD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,PAPANASAM-TNV,16:00,03:00
SETC,1630KCBKAK / 282UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KANYAKUMARI,16:30,03:30
SETC,1645KCBNAGAB / 198AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,16:45,02:10
SETC,1700KCBKUS / H287UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KULASEKARAM,17:00,03:00
SETC,1700KCBTIULB / 180LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,17:00,04:00
SETC,1715KCBMARNS / 284NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,17:15,03:15
SETC,1730KCBNAGAC / 198AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,17:30,03:30
SETC,1830KCBTHS / 194UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THYSAYANVILAI,18:30,06:30
SETC,1830KCBNAGAB / 198AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,18:30,03:55
SETC,1900KCBMARNS / 284NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,19:00,04:30
SETC,1910KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:10,06:10
SETC,1915KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:15,04:15
SETC,1930KCBNAGLB / 198LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,19:30,05:00
SETC,1940KCBTIU / 180UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:40,06:40
SETC,1945KCBTIUAC / 180AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:45,05:45
SETC,2000KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:00,07:00
SETC,2015KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:15,05:15
SETC,2015KCBKAK / 282UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KANYAKUMARI,20:15,07:15
SETC,2045KCBTIUAC / 180AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:45,06:45
SETC,2050KCBTIUAS / 180AS,AC SLEEPER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:50,05:50
SETC,2100KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:00,08:00
SETC,2130KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:30,06:30
SETC,2145KCBTIUAS / 180AS,AC SLEEPER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:45,06:45
SETC,2200KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:00,09:00
SETC,2230KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:30,07:30
SETC,2230KCBTIU / 180UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:30,09:30
SETC,1000KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,10:00,22:00
SETC,1415KCBMARAB / 284AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,14:15,00:15
SETC,1500KCBMAR / 284KUD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,MARTHANDAM,15:00,02:00
SETC,1600KCBPNM / 190MUD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,PAPANASAM-TNV,16:00,03:00
SETC,1630KCBKAK / 282UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KANYAKUMARI,16:30,03:30
SETC,1645KCBNAGAB / 198AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,16:45,02:10
SETC,1700KCBKUS / H287UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KULASEKARAM,17:00,03:00
SETC,1700KCBTIULB / 180LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,17:00,04:00
SETC,1715KCBMARNS / 284NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,17:15,03:15
SETC,1730KCBNAGAC / 198AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,17:30,03:30
SETC,1830KCBTHS / 194UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,THYSAYANVILAI,18:30,06:30
SETC,1830KCBNAGAB / 198AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,18:30,03:55
SETC,1900KCBMARNS / 284NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,MARTHANDAM,19:00,04:30
SETC,1910KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:10,06:10
SETC,1915KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:15,04:15
SETC,1930KCBNAGLB / 198LB,NON AC LOWER BERTH SEATER,CHENNAI KALAIGNAR CBT,NAGERCOIL VADACHERRY,19:30,05:00
SETC,1940KCBTIU / 180UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:40,06:40
SETC,1945KCBTIUAC / 180AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUNELVELI,19:45,05:45
SETC,2000KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:00,07:00
SETC,2015KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:15,05:15
SETC,2015KCBKAK / 282UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,KANYAKUMARI,20:15,07:15
SETC,2045KCBTIUAC / 180AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:45,06:45
SETC,2050KCBTIUAS / 180AS,AC SLEEPER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,20:50,05:50
SETC,2100KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:00,08:00
SETC,2130KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:30,06:30
SETC,2145KCBTIUAS / 180AS,AC SLEEPER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,21:45,06:45
SETC,2200KCBTIUNS / 180NS,NON AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:00,09:00
SETC,2230KCBTIUAB / 180AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:30,07:30
SETC,2230KCBTIU / 180UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUNELVELI,22:30,09:30
SETC,2035KCBTIT / 138UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TIRUPATHUR (RMD),20:35,06:35
SETC,2110KCBSIV / 162UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,SIVAGANGA,21:10,04:40
SETC,2100KCBPOLAB / T470AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,POLLACHI,21:00,05:30
SETC,2130KCBTPPAC / 470AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUPPUR,21:30,06:30
SETC,2100KCBPOLAB / T470AB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,POLLACHI,21:00,05:30
SETC,2130KCBTPPAC / 470AC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,TIRUPPUR,21:30,06:30
SETC,2215KCBTPOAB / 340KAB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUTHURAIPOONDI,22:15,06:15
SETC,2215KCBTPOAB / 340KAB,AC SLEEPER SEATER,CHENNAI KALAIGNAR CBT,TIRUTHURAIPOONDI,22:15,05:30
KUMBAKONAM,0300KCBTRIKK01L / 501W,DELUXE 3X2,CHENNAI KALAIGNAR CBT,TRICHY,03:00,10:00
KUMBAKONAM,0330KCBTRIKK01L / 501P,DELUXE 3X2,CHENNAI KALAIGNAR CBT,TRICHY,03:30,10:30
KUMBAKONAM,0400KCBTRIKK01U / 501H,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TRICHY,04:00,11:00
KUMBAKONAM,0415KCBTRIKK01L / 508A,DELUXE 3X2,CHENNAI KALAIGNAR CBT,TRICHY,04:15,11:15
SETC,0430KCBTRI / 123UD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,TRICHY,04:30,11:30
KUMBAKONAM,0430KCBTRIKK01L / 510B,DELUXE 3X2,CHENNAI KALAIGNAR CBT,TRICHY,04:30,11:30
KUMBAKONAM,0445KCBTRIKK01L / 510E,DELUXE 3X2,CHENNAI KALAIGNAR CBT,TRICHY,04:45,11:45
KUMBAKONAM,0500KCBTRIKK01L / 508C,DELUXE 3X2,CHENNAI KALAIGNAR CBT,TRICHY,05:00,12:00
